,Name,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,Year
258,Fable III,X360,Microsoft Game Studios,Lionhead Studios,7.8,7.733333333333334,5.1,2010.0
259,Mario & Sonic at the Olympic Games,DS,Sega,Sega,7.0,6.766666666666666,5.1,2008.0
260,Grand Theft Auto: Vice City Stories,PSP,Rockstar Games,Rockstar Leeds,8.4,8.966666666666667,5.08,2006.0
261,FIFA Soccer 11,PS3,EA Sports,EA Canada,8.7,6.166666666666667,5.08,2010.0
262,Super Mario Bros. Deluxe,GB,Nintendo,Nintendo EAD,9.7,8.533333333333333,5.07,1999.0
263,Final Fantasy XV,PS4,Square Enix,Square Enix,8.1,9.5,5.07,2016.0
264,Fallout 4,XOne,Bethesda Softworks,Bethesda Game Studios,8.4,6.4,5.03,2015.0
265,Tony Hawk's Pro Skater,PS,Activision,Neversoft Entertainment,9.6,7.6000000000000005,5.02,1999.0
266,Warzone 2100,PS,Eidos Interactive,Pumpkin Studios,7.5,7.6000000000000005,5.01,1999.0
267,Spyro the Dragon,PS,Sony Computer Entertainment,Insomniac Games,8.7,8.2,5.0,1998.0
268,Gears of War,X360,Microsoft Game Studios,Epic Games,9.4,9.4,5.0,2006.0
269,Gears of War 2,X360,Microsoft Game Studios,Epic Games,9.4,9.5,5.0,2008.0
270,Halo 5: Guardians,XOne,Microsoft Studios,343 Industries,8.6,6.4,5.0,2015.0
271,Halo: Combat Evolved,XB,Microsoft,Bungie Studios,9.5,7.5,5.0,2001.0
272,Guitar Hero III: Legends of Rock,PS2,RedOctane,BudCat Creations,8.2,8.566666666666666,4.98,2007.0
273,Uncharted: Drake's Fortune,PS3,Sony Computer Entertainment,Naughty Dog,8.7,8.6,4.97,2007.0
274,Resident Evil 2,PS,Capcom,Capcom,9.3,8.033333333333333,4.96,1998.0
275,Fallout 3,X360,Bethesda Softworks,Bethesda Game Studios,9.0,8.6,4.96,2008.0
276,Splatoon,WiiU,Nintendo,Nintendo EAD,8.4,8.7,4.95,2015.0
277,Madden NFL 06,PS2,EA Sports,EA Tiburon,9.1,5.466666666666666,4.91,2005.0
278,Stardew Valley,PC,Chucklefish,ConcernedApe,9.2,8.7,4.91,2016.0
279,Dragon Quest VIII: Journey of the Cursed King,PS2,Square Enix,Level 5 / Armor Project,8.6,6.766666666666667,4.9,2005.0
280,Monster Hunter Freedom 3,PSP,Capcom,Capcom,7.433333333333334,9.299999999999999,4.9,2010.0
281,Diddy Kong Racing,N64,Nintendo,Rare Ltd.,8.3,8.833333333333334,4.88,1997.0
282,Pokemon Mystery Dungeon: Explorers of Time / Darkness,DS,Nintendo,ChunSoft,6.4,8.033333333333333,4.88,2008.0
283,Call of Duty: Black Ops IIII,XOne,Activision,Treyarch,8.466666666666667,6.433333333333334,4.85,2018.0
284,Dr. Mario,NES,Nintendo,Nintendo R&D1,6.3,8.700000000000001,4.85,1990.0
285,Crash Bandicoot N. Sane Trilogy,PS4,Activision,Vicarious Visions,8.0,8.5,4.83,2017.0
286,Assassin's Creed,PS3,Ubisoft,Ubisoft Montreal,8.2,8.5,4.83,2007.0
287,Call of Duty: Infinite Warfare,XOne,Activision,Infinity Ward,7.8,3.6,4.79,2016.0
288,Crash Team Racing,PS,Sony Computer Entertainment,Naughty Dog,9.2,6.666666666666667,4.79,1999.0
289,LEGO Star Wars: The Complete Saga,DS,LucasArts,Traveller's Tales,7.8,6.766666666666666,4.77,2007.0
290,The Legend of Zelda: Phantom Hourglass,DS,Nintendo,Nintendo EAD,9.1,9.133333333333333,4.76,2007.0
291,Batman: Arkham City,X360,Warner Bros. Interactive,Rocksteady Studios,9.5,7.266666666666667,4.75,2011.0
292,Driver 2,PS,Atari,Reflections Interactive,7.0,7.566666666666666,4.73,2000.0
293,The Simpsons: Hit & Run,PS2,VU Games,Radical Entertainment,7.7,7.033333333333334,4.7,2003.0
294,World of Warcraft: Cataclysm,PC,Blizzard Entertainment,Blizzard Entertainment,9.0,7.2,4.7,2010.0
295,Tony Hawk's Pro Skater 2,PS,Activision,Neversoft Entertainment,9.3,7.6000000000000005,4.68,2000.0
296,Gran Turismo,PSP,Sony Computer Entertainment,Polyphony Digital,7.7,9.5,4.67,2009.0
297,The Lord of the Rings: The Two Towers,PS2,Electronic Arts,Stormfront Studios,8.3,6.866666666666667,4.67,2002.0
298,Tomb Raider,PS,Eidos Interactive,Core Design Ltd.,8.9,6.400000000000001,4.63,1996.0
299,God of War,PS2,Sony Computer Entertainment,SCEA Santa Monica Studio,9.3,8.9,4.62,2005.0
300,The Legend of Zelda: A Link to the Past,SNES,Nintendo,Nintendo EAD,10.0,9.466666666666667,4.61,1992.0
301,Left 4 Dead,PC,Valve Corporation,Valve Software,8.6,8.5,4.6,2008.0
302,Forza Motorsport 4,X360,Microsoft Studios,Turn 10 Studio,9.1,7.833333333333333,4.6,2011.0
303,Guitar Hero III: Legends of Rock,Wii,RedOctane,Vicarious Visions,8.6,7.566666666666666,4.6,2007.0
304,Nintendogs + cats,3DS,Nintendo,Nintendo EAD,7.2,7.666666666666667,4.59,2011.0
305,"Pokemon: Let's Go, Pikachu!",NS,Nintendo,Game Freak,8.3,6.1,4.57,2018.0
306,BioShock Infinite,PC,2K Games,Irrational Games,9.5,8.6,4.56,2013.0
307,Mario & Luigi: Bowser's Inside Story,DS,Nintendo,AlphaDream Corporation,9.1,7.8,4.56,2009.0
308,FIFA 15,PS3,EA Sports,EA Canada,6.9,5.466666666666666,4.56,2014.0
309,Mario & Sonic at the Olympic Winter Games,Wii,Sega,Sega,6.8,6.766666666666666,4.54,2009.0
310,Overwatch,PS4,Blizzard Entertainment,Blizzard Entertainment,8.8,6.4,4.54,2016.0
311,Madden NFL 2005,PS2,EA Sports,EA Tiburon,9.5,5.166666666666667,4.53,2004.0
312,Guitar Hero III: Legends of Rock,X360,RedOctane,Neversoft,8.7,7.566666666666667,4.53,2007.0
313,Star Wars Battlefront II (2017),PS4,Electronic Arts,EA DICE,7.166666666666667,7.966666666666666,4.53,2017.0
314,Dead Island,PC,Deep Silver,Techland,7.1,6.9,4.52,2011.0
315,Arma 2: Operation Arrowhead,PC,Meridian4,Bohemia Interactive,6.1000000000000005,8.666666666666666,4.51,2010.0
316,ARK: Survival Evolved,PC,Studio Wildcard,Studio Wildcard,7.0,5.2,4.5,2015.0
317,LittleBigPlanet,PS3,Sony Computer Entertainment,Media Molecule,9.4,9.2,4.5,2008.0
318,Riven: The Sequel to Myst,PC,Red Orb,Cyan Worlds,7.866666666666667,7.533333333333334,4.5,1997.0
319,StarCraft II: Wings of Liberty,PC,Blizzard Entertainment,Blizzard Entertainment,9.3,6.366666666666667,4.5,2010.0
320,Warcraft III: Reign of Chaos,PC,Blizzard Entertainment,Blizzard Entertainment,9.3,5.8,4.5,2002.0
321,Pitfall!,2600,Activision,Activision,6.833333333333333,6.633333333333334,4.5,1982.0
322,Professor Layton and the Curious Village,DS,Nintendo,Level 5,8.7,7.433333333333334,4.49,2008.0
323,Madden NFL 07,PS2,EA Sports,EA Tiburon,8.5,5.466666666666666,4.49,2006.0
324,Spider-Man: The Movie,PS2,Activision,Treyarch,8.2,7.699999999999999,4.48,2002.0
325,The Elder Scrolls IV: Oblivion,X360,Take-Two Interactive,Bethesda Softworks,9.2,7.433333333333333,4.47,2009.0
326,The Legend of Zelda: The Wind Waker,GC,Nintendo,Nintendo EAD,9.6,9.133333333333333,4.43,2003.0
327,Tony Hawk's Pro Skater 3,PS2,Activision,Neversoft Entertainment,9.1,7.6000000000000005,4.41,2001.0
328,Winning Eleven: Pro Evolution Soccer 2007,PS2,Konami,Konami Computer Entertainment Tokyo,8.8,7.766666666666667,4.39,2007.0
329,The Legend of Zelda: Link's Awakening,NS,Nintendo,Nintendo,8.7,8.4,4.38,2019.0
330,Zelda II: The Adventure of Link,NES,Nintendo,Nintendo EAD,7.933333333333334,7.433333333333334,4.38,1988.0
331,Michael Jackson: The Experience,Wii,Ubisoft,Ubisoft Montpellier,5.6,7.333333333333333,4.37,2010.0
332,Tom Clancy's The Division,PS4,Ubisoft,Massive Entertainment,8.0,7.0,4.37,2016.0
333,Need for Speed: Most Wanted,PS2,Electronic Arts,EA Canada,8.6,5.866666666666667,4.37,2005.0
334,Resistance: Fall of Man,PS3,Sony Computer Entertainment,Insomniac Games,8.5,9.1,4.37,2006.0
335,Tom Clancy's Rainbow Six: Siege,PS4,Ubisoft,Ubisoft Montreal,7.233333333333333,7.0,4.36,2015.0
336,Call of Duty: Advanced Warfare,X360,Activision,High Moon Studios,9.1,5.633333333333333,4.34,2014.0
337,Watch Dogs,PS4,Ubisoft,Ubisoft Montreal,8.0,6.4,4.32,2014.0
338,Animal Crossing: City Folk,Wii,Nintendo,Nintendo EAD,7.1,8.8,4.32,2008.0
339,Starbound,PC,"Infocom, Inc.",Unknown,8.1,7.1,4.31,2014.0
340,Asteroids,2600,Atari,Atari,7.6,7.8,4.31,1981.0
341,Dragon Quest VII,PS,Enix,Heart Beat,8.0,3.0,4.3,2001.0
342,Monster Hunter Generations,3DS,Capcom,Capcom,8.8,8.0,4.3,2016.0
343,The Witcher 3: Wild Hunt,XOne,Warner Bros. Interactive Entertainment,CD Projekt Red Studio,9.1,9.2,4.3,2015.0
344,Batman: Arkham Asylum,PS3,Eidos Interactive,Rocksteady Studios,9.0,8.066666666666668,4.28,2009.0
345,Call of Duty: Advanced Warfare,PS3,Activision,High Moon Studios,9.1,5.733333333333333,4.27,2014.0
346,God of War II,PS2,Sony Computer Entertainment,SCEA Santa Monica Studio,9.3,9.8,4.24,2007.0
347,Namco Museum,GBA,Namco,Mass Media,8.5,6.7,4.24,2001.0
348,Daxter,PSP,Sony Computer Entertainment,Ready at Dawn,8.6,7.3999999999999995,4.23,2006.0
349,Super Paper Mario,Wii,Nintendo,Intelligent Systems,8.5,7.366666666666666,4.23,2007.0
350,Assassin's Creed: Revelations,PS3,Ubisoft,Ubisoft Montreal,8.8,7.5,4.23,2011.0
351,Metal Gear Solid 3: Snake Eater,PS2,Konami,KCEJ / Kojima Productions,9.0,8.933333333333334,4.23,2004.0
352,Assassin's Creed: Revelations,X360,Ubisoft,Ubisoft Montreal,7.9,7.0,4.22,2011.0
353,FIFA Soccer 06,PS2,EA Sports,EA Canada,8.4,6.166666666666667,4.21,2005.0
354,Counter-Strike,PC,Sierra Studios,Unknown,8.9,6.533333333333334,4.2,2000.0
355,Monster Hunter 4 Ultimate,3DS,Capcom,Capcom,8.8,8.6,4.2,2015.0
356,Mortal Kombat 11,PS4,NetherRealm Studios,Warner Bros. Interactive Entertainment,8.2,3.6,4.2,2019.0
357,Street Fighter IV,PS3,Capcom,Capcom / Dimps Corporation,9.3,9.0,4.19,2009.0
358,7 Days to Die,PC,The Fun Pimps,The Fun Pimps,4.366666666666666,4.333333333333333,4.18,2013.0
359,FIFA Soccer 12,X360,EA Sports,EA Canada,9.2,6.166666666666667,4.18,2011.0
360,Call of Duty: Ghosts,PS4,Activision,Infinity Ward,7.5,3.8,4.17,2013.0
361,Teenage Mutant Ninja Turtles,NES,Ultra Games,Konami,5.9,5.466666666666666,4.17,1989.0
362,Just Cause 2,PC,Eidos Interactive,Avalanche Studios,8.2,5.633333333333333,4.16,2010.0
363,Excitebike,NES,Nintendo,Nintendo R&D1,8.4,7.666666666666667,4.16,1985.0
364,Frogger,PS,Hasbro Interactive,Millenium Interactive,2.0,8.366666666666667,4.16,1997.0
365,Star Wars Battlefront (2015),XOne,Electronic Arts,EA DICE,6.9,7.966666666666666,4.15,2015.0
366,FIFA 14,X360,EA Sports,EA Canada,9.1,5.2,4.15,2013.0
367,Madden NFL 2003,PS2,EA Sports,EA Tiburon,9.4,5.733333333333334,4.14,2002.0
368,Assassin's Creed: Unity,PS4,Ubisoft,Ubisoft Montreal,8.633333333333333,7.5,4.14,2014.0
369,Destiny 2,PS4,Activision,Bungie,8.5,4.9,4.14,2017.0
370,Super Mario World 2: Yoshi's Island,SNES,Nintendo,Nintendo EAD,9.0,9.566666666666668,4.12,1995.0
371,Batman: Arkham Knight,PS4,Warner Bros. Interactive,Rocksteady Studios,8.1,7.8,4.11,2015.0
372,FIFA 07 Soccer,PS2,EA Sports,Team Fusion,8.4,6.633333333333334,4.11,2006.0
373,The Sims 4,PC,Electronic Arts,Maxis,7.0,4.0,4.1,2014.0
374,Monster Hunter 4,3DS,Capcom,Capcom,8.4,8.333333333333334,4.1,2013.0
375,Street Fighter II Turbo,SNES,Capcom,Capcom,9.0,8.200000000000001,4.1,1993.0
376,Fallout: New Vegas,X360,Bethesda Softworks,Obsidian Entertainment,8.2,7.7,4.08,2010.0
377,The Legend of Zelda: A Link Between Worlds,3DS,Nintendo,Nintendo EAD,9.3,9.0,4.07,2013.0
378,Assassin's Creed Origins,PS4,Ubisoft,Ubisoft Montreal,8.1,7.2,4.06,2017.0
379,Far Cry 4,PS4,Ubisoft,Ubisoft Montreal,8.4,7.7,4.06,2014.0
380,Carnival Games,Wii,Global Star Software,Cat Daddy Games,4.2,5.766666666666667,4.06,2007.0
381,World Soccer Winning Eleven 9,PS2,Konami,Konami Computer Entertainment Tokyo,8.9,8.033333333333333,4.06,2006.0
382,Forza Motorsport 2,X360,Microsoft Game Studios,Turn 10 Studios,9.1,7.833333333333333,4.05,2007.0
383,Namco Museum Vol.3,PS,Namco,Namco,6.633333333333333,7.466666666666668,4.05,1997.0
384,Tekken Tag Tournament,PS2,Namco,Namco,8.7,6.6000000000000005,4.05,2000.0
385,Golf,NES,Nintendo,Nintendo,7.766666666666667,7.2,4.01,1985.0
386,Super Mario Maker,WiiU,Nintendo,Nintendo EAD,8.8,8.7,4.01,2015.0
387,Arma III,PC,Bohemia Interactive,Bohemia Interactive,6.833333333333333,7.966666666666666,4.0,2013.0
388,Diablo II,PC,Blizzard Entertainment,Blizzard North,8.8,6.2,4.0,2000.0
389,Disney's Aladdin,GEN,Sega,Virgin Interactive,5.1000000000000005,4.766666666666667,4.0,1993.0
390,EyeToy Play,PS2,Sony Computer Entertainment,SCEE London Studio,7.5,7.833333333333333,4.0,2003.0
391,Just Dance,Wii,Ubisoft,Ubisoft Paris,5.4,7.233333333333334,4.0,2009.0
392,Monster Hunter: World,PS4,Capcom,Capcom,9.3,9.0,4.0,2018.0
393,Star Fox 64,N64,Nintendo,Nintendo EAD,9.0,8.366666666666667,4.0,1997.0
394,The Last of Us: Part II,PS4,Sony Interactive Entertainment,Naughty Dog,9.4,5.6,4.0,2020.0
395,World of Warcraft: Wrath of the Lich King,PC,Blizzard Entertainment,Blizzard Entertainment,9.3,9.3,4.0,2008.0
396,Fallout 3,PS3,Bethesda Softworks,Bethesda Game Studios,8.8,6.8999999999999995,4.0,2008.0
397,The Legend of Zelda: Oracle of Ages / Seasons,GBC,Nintendo,Capcom,6.533333333333334,6.566666666666666,3.99,2001.0
398,The Elder Scrolls V: Skyrim,PC,Bethesda Softworks,Bethesda Game Studios,9.2,8.2,3.99,2011.0
399,Namco Museum: 50th Anniversary,PS2,Namco,Digital Eclipse,5.0,7.233333333333333,3.98,2005.0
400,NBA 2K16,PS4,2K Sports,Visual Concepts,8.7,6.7,3.98,2015.0
401,Left 4 Dead 2,X360,Electronic Arts,Certain Affinity / Valve Software,9.0,6.933333333333333,3.97,2009.0
402,Far Cry 5,PS4,Ubisoft,Ubisoft,7.9,6.8,3.95,2018.0
403,Battlefield 4,PS4,Electronic Arts,EA DICE,8.3,7.0,3.94,2013.0
404,Assassin's Creed IV: Black Flag,PS3,Ubisoft,Ubisoft Montreal,8.7,7.633333333333334,3.94,2013.0
405,EA Sports Active,Wii,EA Sports,EA Vancouver,8.3,4.8999999999999995,3.93,2009.0
406,Half-Life 2: Episode One,PC,Electronic Arts,Valve Software,8.7,7.333333333333333,3.92,2006.0
407,Donkey Kong Land,GB,Nintendo,Rare Ltd.,8.066666666666668,9.0,3.91,1995.0
408,English Training: Have Fun Improving Your Skills!,DS,Nintendo,Plato,8.066666666666668,7.333333333333333,3.91,2006.0
409,Dragon Quest III,NES,Enix,ChunSoft,7.966666666666666,8.0,3.9,1992.0
410,Tony Hawk's Underground,PS2,Activision,Neversoft Entertainment,8.7,7.6000000000000005,3.9,2003.0
411,Just Dance 2014,Wii,Ubisoft,Ubisoft Paris,7.4,7.233333333333334,3.89,2013.0
412,Professor Layton and the Diabolical Box,DS,Nintendo,Level 5,8.5,7.433333333333334,3.88,2009.0
413,Sports Champions,PS3,Sony Computer Entertainment,SCE San Diego Studio,7.6,7.6000000000000005,3.88,2010.0
414,World Soccer Winning Eleven 8 International,PS2,Konami,Konami Computer Entertainment Tokyo,9.3,8.033333333333333,3.85,2005.0
415,Namco Museum Vol.1,PS,Namco,Namco,6.633333333333333,7.466666666666668,3.84,1996.0
416,The Legend of Zelda: Link's Awakening,GB,Nintendo,Nintendo EAD,9.533333333333333,9.266666666666667,3.83,1993.0
417,Resident Evil VII: Biohazard,PS4,Capcom,Capcom,8.6,7.133333333333333,3.83,2017.0
418,Monster Hunter Freedom Unite,PSP,Capcom,Capcom Production Studio 1,7.7,9.7,3.8,2009.0
419,Madden NFL 20,PS4,EA Sports,EA Tiburon,7.6,1.5,3.78,2019.0
420,Gran Turismo Sport,PS4,Sony Interactive Entertainment,Polyphony Digital,7.5,6.0,3.77,2017.0
421,LEGO Indiana Jones: The Original Adventures,X360,LucasArts,Traveller's Tales,7.5,7.333333333333333,3.76,2008.0
422,The Sims: Unleashed,PC,Electronic Arts,Maxis,7.3,6.333333333333333,3.76,2002.0
423,Tomodachi Collection,DS,Nintendo,Nintendo SPD Group No.1,6.6000000000000005,7.533333333333334,3.76,2009.0
424,Ratchet & Clank: Size Matters,PSP,Sony Computer Entertainment,High Impact Games,8.5,8.433333333333332,3.75,2007.0
425,Harry Potter and the Sorcerer's Stone,PS,Electronic Arts,Argonaut Games,8.0,5.8,3.73,2001.0
426,Pokemon Trading Card Game,GB,Nintendo,Hudson Soft,8.3,8.166666666666666,3.72,2000.0
427,FIFA 17,XOne,Electronic Arts,EA Canada,8.8,5.1,3.71,2016.0
428,Spyro: Year of the Dragon,PS,Sony Computer Entertainment,Insomniac Games,9.1,8.2,3.71,2000.0
429,FIFA Soccer 2005,PS2,EA Sports,EA Canada,8.4,6.166666666666667,3.7,2004.0
430,Diablo III: Reaper of Souls,PC,Blizzard Entertainment,Blizzard Entertainment,8.7,6.6,3.7,2014.0
431,The Legend of Zelda: Skyward Sword,Wii,Nintendo,Nintendo EAD,9.4,9.333333333333334,3.67,2011.0
432,Tony Hawk's Pro Skater 4,PS2,Activision,Neversoft Entertainment,9.6,7.6000000000000005,3.67,2002.0
433,Midnight Club 3: DUB Edition,PSP,Rockstar Games,Rockstar Leeds,7.2,8.733333333333333,3.66,2005.0
434,MySims,DS,Electronic Arts,EA Redwood Shores,6.7,4.733333333333333,3.66,2007.0
435,Banjo-Kazooie,N64,Nintendo,Rare Ltd.,9.3,9.4,3.65,1998.0
436,SOCOM: U.S. Navy SEALs,PS2,Sony Computer Entertainment,Zipper Interactive,8.0,7.599999999999999,3.65,2002.0
437,Battlefield 4,PS3,Electronic Arts,EA DICE,8.7,7.3,3.64,2013.0
438,Jak and Daxter: The Precursor Legacy,PS2,Sony Computer Entertainment,Naughty Dog,9.0,8.9,3.64,2001.0
439,Pokemon Snap,N64,Nintendo,HAL Laboratory,7.9,8.1,3.63,1999.0
440,Pro Evolution Soccer 2008,PS2,Konami,Konami,8.2,5.933333333333334,3.63,2008.0
441,FIFA Soccer 10,PS3,EA Sports,EA Canada,9.0,6.166666666666667,3.63,2009.0
442,Guitar Hero: World Tour,Wii,Activision,Vicarious Visions,8.4,7.166666666666667,3.62,2008.0
443,Gears of War: Ultimate Edition,XOne,Microsoft Studios,The Coalition,8.2,7.6,3.62,2015.0
444,Star Wars Battlefront,PS2,LucasArts,Pandemic Studios,8.1,4.6000000000000005,3.61,2004.0
445,Doom II,PC,GT Interactive,id Software,9.3,8.566666666666666,3.61,1994.0
446,The Simpsons: Road Rage,PS2,Electronic Arts,Radical Entertainment,6.1,7.1000000000000005,3.61,2001.0
447,BattleBlock Theater,PC,The Behemoth,The Behemoth,8.5,7.9,3.61,2014.0
448,Assassin's Creed Syndicate,PS4,Ubisoft,Ubisoft Quebec,8.6,6.9,3.6,2015.0
449,Star Wars Battlefront II,PS2,LucasArts,Pandemic Studios,8.5,4.6000000000000005,3.59,2005.0
450,Assassin's Creed: Unity,XOne,Ubisoft,Ubisoft Montreal,8.266666666666667,6.466666666666666,3.58,2014.0
451,Cooking Mama 2: Dinner With Friends,DS,Majesco,Office Create,6.9,7.666666666666667,3.58,2007.0
452,Undertale,PC,Toby Fox,Toby Fox,9.2,8.3,3.58,2015.0
453,WWF SmackDown!,PS,THQ,Yuke's,8.5,7.033333333333334,3.58,2000.0
454,Croc: Legend of the Gobbos,PS,Fox Interactive,Argonaut Games,7.6,6.633333333333333,3.56,1997.0
455,Battlefield 4,X360,Electronic Arts,EA DICE,8.7,6.3,3.54,2013.0
456,Grand Theft Auto: Liberty City Stories,PS2,Rockstar Games,Rockstar Leeds,8.3,8.5,3.54,2006.0
457,The Getaway,PS2,Sony Computer Entertainment,Team Soho,7.7,6.6000000000000005,3.54,2003.0
458,Tomb Raider III: Adventures of Lara Croft,PS,Eidos Interactive,Core Design Ltd.,8.2,6.400000000000001,3.54,1998.0
459,Batman: Arkham Asylum,X360,Eidos Interactive,Rocksteady Studios,9.1,8.066666666666668,3.54,2009.0
460,Assassin's Creed: Brotherhood,X360,Ubisoft,Ubisoft Montreal,9.1,7.0,3.53,2010.0
461,James Bond 007: Agent Under Fire,PS2,Electronic Arts,EA Redwood Shores,7.9,6.5,3.53,2001.0
462,LEGO Star Wars: The Video Game,PS2,Eidos Interactive,Traveller's Tales,7.9,7.366666666666667,3.53,2005.0
463,Resident Evil 5,X360,Capcom,Capcom,8.6,8.333333333333334,3.53,2009.0
464,Rugrats in Paris: The Movie,PS,THQ,Avalanche Software,7.3999999999999995,7.566666666666666,3.52,2000.0
465,NBA 2K17,PS4,2K Sports,Visual Concepts,9.0,6.4,3.52,2016.0
466,FIFA Soccer 11,X360,EA Sports,EA Canada,8.7,6.166666666666667,3.52,2010.0
467,Spyro 2: Ripto's Rage!,PS,Sony Computer Entertainment,Insomniac Games,8.7,8.2,3.52,1999.0
468,Left 4 Dead,X360,Valve Corporation,Certain Affinity / Valve Software,8.7,9.0,3.52,2008.0
469,Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,Nintendo,Rare Ltd.,8.8,9.0,3.51,1996.0
470,Fable II,X360,Microsoft Game Studios,Lionhead Studios,9.0,9.3,3.5,2008.0
471,Final Fantasy VII Remake,PS4,Square Enix,Square Enix,8.7,8.1,3.5,2020.0
472,Kung Fu,NES,Nintendo,Irem Software Engineering,6.5,8.166666666666666,3.5,1985.0
473,Resident Evil 3: Nemesis,PS,Capcom,Capcom,9.4,8.033333333333333,3.5,1999.0
474,World of Warcraft: The Burning Crusade,PC,Blizzard Entertainment,Blizzard Entertainment,9.2,7.2,3.5,2007.0
475,FIFA Soccer 2004,PS2,EA Sports,EA Canada,8.0,6.166666666666667,3.49,2003.0
476,Pokemon Mystery Dungeon: Blue Rescue Team,DS,Nintendo,ChunSoft,6.3,8.033333333333333,3.49,2006.0
477,Mortal Kombat X,PS4,Warner Bros. Interactive Entertainment,NetherRealm Studios,8.3,7.8,3.49,2015.0
478,Battlefield: Bad Company 2,X360,Electronic Arts,EA Digital Illusions CE,9.0,9.3,3.48,2010.0
479,Borderlands,X360,2K Games,Gearbox Software,8.3,7.8,3.48,2009.0
480,Mario & Sonic at the Olympic Winter Games,DS,Sega,Sega,7.6,6.766666666666666,3.47,2009.0
481,Dying Light,PC,Warner Bros. Interactive Entertainment,Techland,7.5,7.9,3.47,2016.0
482,Guitar Hero: On Tour,DS,Activision,Vicarious Visions,7.1,8.1,3.46,2008.0
483,Dragon Ball Z: Budokai,PS2,Atari,Dimps Corporation,6.033333333333334,7.333333333333333,3.46,2002.0
484,Halo: The Master Chief Collection,XOne,Microsoft Studios,343 Industries,8.5,7.4,3.44,2014.0
485,LEGO Batman: The Videogame,X360,Warner Bros. Interactive,Traveller's Tales,7.5,7.1000000000000005,3.44,2008.0
486,Tekken 4,PS2,Namco,Namco,7.9,6.6000000000000005,3.44,2002.0
487,FIFA 14,PS4,EA Sports,EA Canada,9.1,6.3,3.43,2013.0
488,Animal Crossing: Happy Home Designer,3DS,Nintendo,Nintendo EAD,6.6,6.9,3.43,2015.0
489,LittleBigPlanet 2,PS3,Sony Computer Entertainment,Media Molecule,9.1,7.633333333333333,3.43,2011.0
490,Grand Theft Auto 2,PS,Rockstar Games,DMA Design,6.9,7.333333333333333,3.42,1999.0
491,Destiny,XOne,Activision,Bungie,8.3,5.5,3.41,2014.0
492,Spider-Man 2,PS2,Activision,Treyarch,7.9,7.699999999999999,3.41,2004.0
493,F-1 Race,GB,Nintendo,Nintendo,7.0,7.666666666666667,3.41,1991.0
494,Super Mario Maker,3DS,Nintendo,Nintendo,7.3,8.633333333333333,3.4,2016.0
495,World of Warcraft: Battle for Azeroth,PC,Blizzard Entertainment,Blizzard Entertainment,7.9,3.1,3.4,2018.0
496,FIFA Soccer 2003,PS2,EA Sports,EA Canada,8.3,6.166666666666667,3.4,2002.0
497,Crash Bash,PS,Sony Computer Entertainment,Eurocom Entertainment Software,6.8,5.866666666666667,3.39,2000.0
498,Gears of War 4,XOne,Microsoft Studios,The Coalition,8.4,6.9,3.38,2016.0
499,Tekken: Dark Resurrection,PSP,Namco Bandai,8ing/Raizing,8.7,7.733333333333333,3.37,2006.0
500,The Elder Scrolls V: Skyrim Special Edition,PS4,Bethesda Softworks,Bethesda Softworks,8.3,7.1,3.36,2016.0
501,Watch Dogs 2,PS4,Ubisoft,Ubisoft,8.2,7.7,3.36,2016.0
502,The Legend of Zelda: Majora's Mask,N64,Nintendo,Nintendo EAD,9.3,9.266666666666667,3.36,2000.0
503,WWF War Zone,PS,Acclaim Entertainment,Iguana Entertainment,7.2,6.733333333333333,3.36,1998.0
504,Yoshi's Island DS,DS,Nintendo,Artoon,8.2,6.333333333333333,3.36,2006.0
505,Assassin's Creed IV: Black Flag,X360,Ubisoft,Ubisoft Montreal,8.5,7.0,3.34,2013.0
506,NBA 2K18,PS4,2K Sports,Visual Concepts,8.1,1.7,3.34,2017.0
507,Big Brain Academy: Wii Degree,Wii,Nintendo,Nintendo EAD,7.1,8.333333333333334,3.34,2007.0
508,Rugrats: Search For Reptar,PS,THQ,n-Space,8.266666666666667,7.099999999999999,3.34,1998.0
509,Luigi's Mansion,GC,Nintendo,Nintendo EAD,7.9,8.766666666666667,3.33,2001.0
510,James Bond 007: Nightfire,PS2,Electronic Arts,Eurocom Entertainment Software,8.166666666666666,6.5,3.33,2002.0
511,Ratchet & Clank,PS2,Sony Computer Entertainment,Insomniac Games,8.766666666666667,8.799999999999999,3.33,2002.0
512,Star Wars Episode III: Revenge of the Sith,PS2,LucasArts,The Collective,7.366666666666667,6.366666666666667,3.32,2005.0
513,Max Payne,PS2,Rockstar Games,Remedy Entertainment,8.1,7.066666666666666,3.31,2001.0
514,Madden NFL 16,PS4,EA Sports,EA Tiburon,8.2,5.9,3.3,2015.0
515,World of Warcraft: Legion,PC,Blizzard Entertainment,Blizzard Entertainment,8.8,7.3,3.3,2016.0
516,World of Warcraft: Warlords of Draenor,PC,Activision Blizzard,Blizzard Entertainment,8.7,5.9,3.3,2014.0
517,Dark Souls III,PC,Namco Bandai Games,From Software,8.9,8.4,3.29,2016.0
518,Dark Souls: Prepare to Die Edition,PC,Namco Bandai Games,From Software,8.5,7.6,3.29,2012.0
